"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"155152","IN","Not Available","Not Available","03/02/2025"
"155153","IN","2.0","0.5","03/02/2025"
"155154","IN","Not Available","Not Available","03/02/2025"
"155156","IN","51.7","4.9","03/02/2025"
"155157","IN","31.9","1.0","03/02/2025"
"155158","IN","47.7","3.2","03/02/2025"
"155159","IN","Not Available","Not Available","03/02/2025"
"155160","IN","Not Available","Not Available","03/02/2025"
"155162","IN","Not Available","Not Available","03/02/2025"
"155165","IN","Not Available","Not Available","03/02/2025"
"155166","IN","Not Available","Not Available","03/02/2025"
"155167","IN","61.8","2.5","03/02/2025"
"155170","IN","89.3","1.6","03/02/2025"
"155171","IN","Not Available","Not Available","03/02/2025"
"155173","IN","36.6","0.0","03/02/2025"
"155176","IN","Not Available","Not Available","03/02/2025"
"155177","IN","74.2","0.0","03/02/2025"
"155178","IN","42.0","2.0","03/02/2025"
"155181","IN","44.6","0.0","03/02/2025"
"155183","IN","11.7","17.3","03/02/2025"
"155187","IN","2.5","0.0","03/02/2025"
"155188","IN","46.8","0.0","03/02/2025"
"155191","IN","53.2","2.0","03/02/2025"
"155193","IN","41.5","7.0","03/02/2025"
"155196","IN","74.7","69.2","03/02/2025"
"155198","IN","74.6","0.0","03/02/2025"
"155199","IN","Not Available","Not Available","03/02/2025"
"155200","IN","Not Available","Not Available","03/02/2025"
"155202","IN","61.2","2.1","03/02/2025"
"155203","IN","Not Available","Not Available","03/02/2025"
"155205","IN","58.6","Not Available","03/02/2025"
"155206","IN","Not Available","Not Available","03/02/2025"
"155207","IN","62.3","1.5","03/02/2025"
"155208","IN","0.0","0.0","03/02/2025"
"155209","IN","45.5","0.0","03/02/2025"
"155210","IN","48.3","0.0","03/02/2025"
"155211","IN","65.8","5.3","03/02/2025"
"155214","IN","34.3","0.4","03/02/2025"
"155215","IN","0.0","100.0","03/02/2025"
"155217","IN","44.2","0.0","03/02/2025"
"155218","IN","51.9","0.0","03/02/2025"
"155219","IN","Not Available","Not Available","03/02/2025"
"155220","IN","Not Available","Not Available","03/02/2025"
"155221","IN","Not Available","Not Available","03/02/2025"
"155222","IN","48.5","0.0","03/02/2025"
"155223","IN","50.6","64.9","03/02/2025"
"155224","IN","Not Available","Not Available","03/02/2025"
"155226","IN","Not Available","Not Available","03/02/2025"
"155228","IN","50.0","0.0","03/02/2025"
"155229","IN","0.0","2.7","03/02/2025"
"155230","IN","Not Available","Not Available","03/02/2025"
"155232","IN","37.5","0.0","03/02/2025"
"155233","IN","44.6","0.8","03/02/2025"
"155234","IN","63.0","0.0","03/02/2025"
"155235","IN","57.5","5.8","03/02/2025"
"155236","IN","61.7","4.2","03/02/2025"
"155237","IN","Not Available","Not Available","03/02/2025"
"155238","IN","71.2","7.3","03/02/2025"
"155241","IN","Not Available","Not Available","03/02/2025"
"155242","IN","2.2","0.0","03/02/2025"
"155243","IN","Not Available","Not Available","03/02/2025"
"155245","IN","52.0","0.0","03/02/2025"
"155246","IN","31.6","5.3","03/02/2025"
"155247","IN","Not Available","Not Available","03/02/2025"
"155248","IN","54.9","0.0","03/02/2025"
"155249","IN","45.3","0.0","03/02/2025"
"155251","IN","42.1","18.8","03/02/2025"
"155252","IN","50.9","0.0","03/02/2025"
"155254","IN","70.6","0.0","03/02/2025"
"155255","IN","68.4","0.0","03/02/2025"
"155258","IN","34.1","10.3","03/02/2025"
"155262","IN","0.0","0.0","03/02/2025"
"155263","IN","44.1","0.0","03/02/2025"
"155264","IN","25.3","0.0","03/02/2025"
"155265","IN","53.4","0.0","03/02/2025"
"155266","IN","57.3","6.7","03/02/2025"
"155267","IN","Not Available","Not Available","03/02/2025"
"155269","IN","Not Available","Not Available","03/02/2025"
"155270","IN","68.3","1.3","03/02/2025"
"155271","IN","0.0","72.9","03/02/2025"
"155272","IN","45.6","0.0","03/02/2025"
"155273","IN","Not Available","Not Available","03/02/2025"
"155274","IN","45.9","0.0","03/02/2025"
"155275","IN","63.2","1.2","03/02/2025"
"155278","IN","0.8","0.8","03/02/2025"
"155280","IN","52.9","0.0","03/02/2025"
"155282","IN","45.7","45.9","03/02/2025"
"155286","IN","Not Available","Not Available","03/02/2025"
"155287","IN","53.3","1.8","03/02/2025"
"155289","IN","38.1","0.4","03/02/2025"
"155290","IN","27.3","0.0","03/02/2025"
"155291","IN","Not Available","Not Available","03/02/2025"
"155292","IN","Not Available","Not Available","03/02/2025"
"155295","IN","0.0","0.0","03/02/2025"
"155297","IN","35.0","6.1","03/02/2025"
"155299","IN","64.3","16.3","03/02/2025"
"155303","IN","0.0","16.4","03/02/2025"
"155304","IN","34.5","0.0","03/02/2025"
"155312","IN","61.7","0.0","03/02/2025"
"155319","IN","Not Available","Not Available","03/02/2025"
"155321","IN","5.0","0.0","03/02/2025"
"155322","IN","71.3","0.0","03/02/2025"
"155324","IN","35.5","4.3","03/02/2025"
"155325","IN","Not Available","Not Available","03/02/2025"
"155327","IN","47.1","0.0","03/02/2025"
"155328","IN","Not Available","Not Available","03/02/2025"
"155329","IN","Not Available","Not Available","03/02/2025"
"155330","IN","Not Available","Not Available","03/02/2025"
"155331","IN","47.3","4.8","03/02/2025"
"155332","IN","Not Available","Not Available","03/02/2025"
"155333","IN","56.3","65.9","03/02/2025"
"155334","IN","58.6","0.0","03/02/2025"
"155335","IN","59.1","0.0","03/02/2025"
"155336","IN","15.9","0.0","03/02/2025"
"155338","IN","Not Available","Not Available","03/02/2025"
"155341","IN","Not Available","Not Available","03/02/2025"
"155342","IN","Not Available","Not Available","03/02/2025"
"155343","IN","36.2","0.0","03/02/2025"
"155344","IN","25.0","7.1","03/02/2025"
"155348","IN","2.5","0.0","03/02/2025"
"155349","IN","Not Available","Not Available","03/02/2025"
"155352","IN","Not Available","Not Available","03/02/2025"
"155353","IN","Not Available","Not Available","03/02/2025"
"155354","IN","0.0","0.0","03/02/2025"
"155355","IN","Not Available","Not Available","03/02/2025"
"155357","IN","52.3","1.4","03/02/2025"
"155358","IN","58.5","21.0","03/02/2025"
"155359","IN","64.7","30.0","03/02/2025"
"155361","IN","0.0","0.0","03/02/2025"
"155362","IN","33.5","0.0","03/02/2025"
"155363","IN","Not Available","Not Available","03/02/2025"
"155364","IN","73.4","1.0","03/02/2025"
"155367","IN","27.9","0.0","03/02/2025"
"155368","IN","Not Available","Not Available","03/02/2025"
"155370","IN","0.0","0.0","03/02/2025"
"155374","IN","41.7","6.6","03/02/2025"
"155375","IN","55.3","0.0","03/02/2025"
"155376","IN","64.6","1.0","03/02/2025"
"155377","IN","Not Available","Not Available","03/02/2025"
"155378","IN","19.4","0.0","03/02/2025"
"155379","IN","0.0","0.0","03/02/2025"
"155381","IN","36.3","Not Available","03/02/2025"
"155383","IN","Not Available","Not Available","03/02/2025"
"155384","IN","80.0","0.0","03/02/2025"
"155385","IN","61.5","0.0","03/02/2025"
"155386","IN","72.3","7.4","03/02/2025"
"155387","IN","54.2","1.3","03/02/2025"
"155388","IN","74.2","0.0","03/02/2025"
"155389","IN","0.0","0.0","03/02/2025"
"155390","IN","36.2","0.0","03/02/2025"
"155400","IN","64.3","Not Available","03/02/2025"
"155401","IN","Not Available","Not Available","03/02/2025"
"155402","IN","10.3","1.1","03/02/2025"
"155406","IN","Not Available","Not Available","03/02/2025"
"155409","IN","0.0","0.0","03/02/2025"
"155412","IN","Not Available","Not Available","03/02/2025"
"155417","IN","Not Available","Not Available","03/02/2025"
"155419","IN","Not Available","Not Available","03/02/2025"
"155423","IN","35.3","0.0","03/02/2025"
"155424","IN","Not Available","Not Available","03/02/2025"
"155426","IN","1.8","0.0","03/02/2025"
"155427","IN","Not Available","Not Available","03/02/2025"
"155430","IN","Not Available","Not Available","03/02/2025"
"155432","IN","52.4","0.0","03/02/2025"
"155434","IN","Not Available","Not Available","03/02/2025"
"155436","IN","Not Available","Not Available","03/02/2025"
"155442","IN","Not Available","Not Available","03/02/2025"
"155443","IN","42.9","0.0","03/02/2025"
"155446","IN","62.0","0.0","03/02/2025"
"155448","IN","Not Available","Not Available","03/02/2025"
"155449","IN","28.9","0.0","03/02/2025"
"155455","IN","52.4","Not Available","03/02/2025"
"155459","IN","Not Available","Not Available","03/02/2025"
"155461","IN","Not Available","Not Available","03/02/2025"
"155462","IN","Not Available","Not Available","03/02/2025"
"155468","IN","53.5","100.0","03/02/2025"
"155469","IN","Not Available","Not Available","03/02/2025"
"155471","IN","59.3","1.1","03/02/2025"
"155472","IN","Not Available","Not Available","03/02/2025"
"155473","IN","51.2","0.0","03/02/2025"
"155474","IN","1.6","8.6","03/02/2025"
"155475","IN","48.1","1.8","03/02/2025"
"155477","IN","52.5","0.0","03/02/2025"
"155478","IN","Not Available","Not Available","03/02/2025"
"155479","IN","2.5","17.3","03/02/2025"
"155480","IN","54.8","0.0","03/02/2025"
"155481","IN","39.8","4.6","03/02/2025"
"155482","IN","56.5","11.8","03/02/2025"
"155483","IN","2.3","0.0","03/02/2025"
"155484","IN","62.0","0.0","03/02/2025"
"155486","IN","Not Available","Not Available","03/02/2025"
"155487","IN","50.9","0.8","03/02/2025"
"155488","IN","71.6","0.0","03/02/2025"
"155489","IN","40.6","2.7","03/02/2025"
"155490","IN","53.3","2.1","03/02/2025"
"155491","IN","Not Available","Not Available","03/02/2025"
"155493","IN","28.4","0.0","03/02/2025"
"155494","IN","85.7","88.7","03/02/2025"
"155495","IN","35.0","0.0","03/02/2025"
"155496","IN","60.0","0.0","03/02/2025"
"155502","IN","58.0","25.8","03/02/2025"
"155503","IN","97.3","83.5","03/02/2025"
"155505","IN","Not Available","Not Available","03/02/2025"
"155506","IN","Not Available","Not Available","03/02/2025"
"155507","IN","30.8","17.2","03/02/2025"
"155508","IN","48.3","38.8","03/02/2025"
"155510","IN","60.8","0.0","03/02/2025"
"155512","IN","41.9","18.6","03/02/2025"
"155519","IN","64.8","3.3","03/02/2025"
"155520","IN","50.0","100.0","03/02/2025"
"155521","IN","68.2","0.0","03/02/2025"
"155522","IN","66.7","0.7","03/02/2025"
"155523","IN","69.0","2.9","03/02/2025"
"155524","IN","61.6","1.3","03/02/2025"
"155525","IN","82.4","73.2","03/02/2025"
"155526","IN","50.6","0.0","03/02/2025"
"155527","IN","46.4","0.0","03/02/2025"
"155530","IN","74.7","10.5","03/02/2025"
"155531","IN","57.8","11.4","03/02/2025"
"155532","IN","Not Available","Not Available","03/02/2025"
"155535","IN","13.8","0.0","03/02/2025"
"155539","IN","Not Available","Not Available","03/02/2025"
"155542","IN","45.6","3.9","03/02/2025"
"155543","IN","Not Available","Not Available","03/02/2025"
"155546","IN","51.6","0.0","03/02/2025"
"155549","IN","71.4","0.0","03/02/2025"
"155551","IN","53.3","0.6","03/02/2025"
"155556","IN","71.4","0.8","03/02/2025"
"155557","IN","56.1","0.0","03/02/2025"
"155561","IN","Not Available","Not Available","03/02/2025"
"155564","IN","55.4","9.0","03/02/2025"
"155565","IN","Not Available","Not Available","03/02/2025"
"155566","IN","0.0","2.2","03/02/2025"
"155567","IN","0.0","0.0","03/02/2025"
"155568","IN","Not Available","Not Available","03/02/2025"
"155570","IN","55.2","3.6","03/02/2025"
"155571","IN","69.0","1.6","03/02/2025"
"155572","IN","3.3","0.0","03/02/2025"
"155573","IN","16.7","0.0","03/02/2025"
"155574","IN","Not Available","Not Available","03/02/2025"
"155576","IN","68.3","0.0","03/02/2025"
"155578","IN","48.0","4.2","03/02/2025"
"155579","IN","35.5","0.0","03/02/2025"
"155580","IN","49.6","0.0","03/02/2025"
"155581","IN","40.8","0.0","03/02/2025"
"155582","IN","1.3","0.0","03/02/2025"
"155583","IN","32.8","Not Available","03/02/2025"
"155586","IN","22.7","0.0","03/02/2025"
"155587","IN","100.0","1.4","03/02/2025"
"155589","IN","43.8","0.0","03/02/2025"
"155593","IN","70.8","15.5","03/02/2025"
"155596","IN","Not Available","Not Available","03/02/2025"
"155600","IN","69.2","8.1","03/02/2025"
"155604","IN","65.4","15.4","03/02/2025"
"155605","IN","25.0","0.7","03/02/2025"
"155606","IN","64.0","4.7","03/02/2025"
"155607","IN","Not Available","Not Available","03/02/2025"
"155611","IN","59.3","0.7","03/02/2025"
"155614","IN","54.5","3.7","03/02/2025"
"155617","IN","12.5","0.0","03/02/2025"
"155618","IN","Not Available","Not Available","03/02/2025"
"155620","IN","Not Available","Not Available","03/02/2025"
"155621","IN","54.8","3.1","03/02/2025"
"155625","IN","Not Available","Not Available","03/02/2025"
"155627","IN","64.0","0.0","03/02/2025"
"155628","IN","32.7","1.4","03/02/2025"
"155630","IN","74.2","4.4","03/02/2025"
"155631","IN","53.5","1.8","03/02/2025"
"155632","IN","83.7","29.1","03/02/2025"
"155635","IN","8.9","0.0","03/02/2025"
"155636","IN","Not Available","Not Available","03/02/2025"
"155637","IN","89.1","0.0","03/02/2025"
"155649","IN","48.8","1.0","03/02/2025"
"155650","IN","Not Available","Not Available","03/02/2025"
"155651","IN","31.8","1.2","03/02/2025"
"155653","IN","Not Available","Not Available","03/02/2025"
"155654","IN","Not Available","Not Available","03/02/2025"
"155655","IN","54.9","11.5","03/02/2025"
"155656","IN","Not Available","Not Available","03/02/2025"
"155657","IN","39.0","0.0","03/02/2025"
"155658","IN","54.0","4.9","03/02/2025"
"155659","IN","50.0","0.0","03/02/2025"
"155660","IN","66.7","6.6","03/02/2025"
"155661","IN","28.4","0.0","03/02/2025"
"155662","IN","20.5","0.0","03/02/2025"
"155665","IN","57.6","3.5","03/02/2025"
"155666","IN","35.7","0.0","03/02/2025"
"155667","IN","47.4","3.2","03/02/2025"
"155668","IN","30.7","3.3","03/02/2025"
"155670","IN","63.0","2.2","03/02/2025"
"155671","IN","7.2","0.0","03/02/2025"
"155672","IN","53.5","21.5","03/02/2025"
"155673","IN","Not Available","Not Available","03/02/2025"
"155674","IN","13.6","0.0","03/02/2025"
"155675","IN","85.7","81.7","03/02/2025"
"155676","IN","68.6","5.6","03/02/2025"
"155677","IN","69.5","15.6","03/02/2025"
"155678","IN","4.4","0.0","03/02/2025"
"155679","IN","Not Available","Not Available","03/02/2025"
"155680","IN","22.0","0.0","03/02/2025"
"155681","IN","44.7","2.0","03/02/2025"
"155682","IN","38.9","0.0","03/02/2025"
"155684","IN","11.3","Not Available","03/02/2025"
"155685","IN","42.0","0.0","03/02/2025"
"155686","IN","46.3","0.0","03/02/2025"
"155687","IN","20.6","0.0","03/02/2025"
"155688","IN","0.0","0.0","03/02/2025"
"155689","IN","50.5","72.8","03/02/2025"
"155690","IN","45.0","9.6","03/02/2025"
"155691","IN","Not Available","Not Available","03/02/2025"
"155692","IN","57.5","2.2","03/02/2025"
"155693","IN","14.9","0.0","03/02/2025"
"155694","IN","Not Available","Not Available","03/02/2025"
"155695","IN","Not Available","Not Available","03/02/2025"
"155696","IN","4.1","0.0","03/02/2025"
"155697","IN","Not Available","Not Available","03/02/2025"
"155698","IN","36.6","0.0","03/02/2025"
"155699","IN","50.0","0.0","03/02/2025"
"155701","IN","51.7","1.8","03/02/2025"
"155702","IN","44.0","2.7","03/02/2025"
"155703","IN","37.0","0.0","03/02/2025"
"155704","IN","66.7","0.0","03/02/2025"
"155705","IN","12.9","1.4","03/02/2025"
"155707","IN","55.1","2.9","03/02/2025"
"155708","IN","0.0","0.0","03/02/2025"
"155710","IN","74.0","0.0","03/02/2025"
"155712","IN","43.5","0.0","03/02/2025"
"155714","IN","Not Available","Not Available","03/02/2025"
"155715","IN","64.5","3.6","03/02/2025"
"155716","IN","63.4","100.0","03/02/2025"
"155717","IN","0.0","0.0","03/02/2025"
"155718","IN","59.5","6.4","03/02/2025"
"155719","IN","37.7","4.4","03/02/2025"
"155720","IN","59.3","6.9","03/02/2025"
"155723","IN","36.4","0.0","03/02/2025"
"155724","IN","40.6","0.0","03/02/2025"
"155725","IN","7.1","0.6","03/02/2025"
"155726","IN","53.3","0.0","03/02/2025"
"155727","IN","14.7","0.0","03/02/2025"
"155728","IN","42.9","1.7","03/02/2025"
"155729","IN","40.5","0.0","03/02/2025"
"155730","IN","47.6","0.0","03/02/2025"
"155732","IN","46.7","0.0","03/02/2025"
"155733","IN","57.6","0.0","03/02/2025"
"155734","IN","22.0","0.0","03/02/2025"
"155735","IN","35.3","0.0","03/02/2025"
"155736","IN","5.5","0.0","03/02/2025"
"155738","IN","67.4","2.6","03/02/2025"
"155740","IN","56.3","11.7","03/02/2025"
"155741","IN","Not Available","Not Available","03/02/2025"
"155742","IN","8.8","0.0","03/02/2025"
"155744","IN","48.8","5.1","03/02/2025"
"155745","IN","Not Available","Not Available","03/02/2025"
"155746","IN","25.0","0.0","03/02/2025"
"155747","IN","42.3","0.0","03/02/2025"
"155751","IN","Not Available","Not Available","03/02/2025"
"155753","IN","44.3","0.0","03/02/2025"
"155754","IN","54.6","1.2","03/02/2025"
"155755","IN","65.9","4.4","03/02/2025"
"155756","IN","Not Available","Not Available","03/02/2025"
"155757","IN","Not Available","Not Available","03/02/2025"
"155758","IN","0.0","0.9","03/02/2025"
"155759","IN","13.0","0.0","03/02/2025"
"155760","IN","51.3","0.0","03/02/2025"
"155761","IN","Not Available","Not Available","03/02/2025"
"155762","IN","36.2","0.0","03/02/2025"
"155764","IN","72.9","79.3","03/02/2025"
"155766","IN","80.8","1.4","03/02/2025"
"155767","IN","13.6","0.0","03/02/2025"
"155768","IN","60.5","0.0","03/02/2025"
"155769","IN","42.6","0.7","03/02/2025"
"155770","IN","1.6","0.0","03/02/2025"
"155771","IN","43.5","5.5","03/02/2025"
"155772","IN","29.1","1.0","03/02/2025"
"155773","IN","69.6","13.5","03/02/2025"
"155775","IN","45.1","0.0","03/02/2025"
"155776","IN","Not Available","Not Available","03/02/2025"
"155777","IN","40.0","0.0","03/02/2025"
"155779","IN","25.8","0.0","03/02/2025"
"155780","IN","57.1","8.0","03/02/2025"
"155782","IN","16.7","0.0","03/02/2025"
"155783","IN","6.2","0.0","03/02/2025"
"155784","IN","Not Available","Not Available","03/02/2025"
"155785","IN","38.8","0.0","03/02/2025"
"155786","IN","Not Available","Not Available","03/02/2025"
"155787","IN","64.2","10.3","03/02/2025"
"155788","IN","Not Available","Not Available","03/02/2025"
"155789","IN","14.1","0.0","03/02/2025"
"155790","IN","60.6","0.0","03/02/2025"
"155791","IN","6.8","0.0","03/02/2025"
"155792","IN","Not Available","Not Available","03/02/2025"
"155793","IN","52.2","8.2","03/02/2025"
"155794","IN","Not Available","Not Available","03/02/2025"
"155795","IN","31.3","0.0","03/02/2025"
"155796","IN","35.9","0.0","03/02/2025"
"155797","IN","40.4","0.0","03/02/2025"
"155798","IN","27.0","0.0","03/02/2025"
"155799","IN","32.3","0.0","03/02/2025"
"155800","IN","38.2","3.4","03/02/2025"
"155801","IN","64.0","27.5","03/02/2025"
